Date,ticker,adj_close
2022-01-03,AAPL,178.27029418945312
2022-01-04,AAPL,176.0077667236328
2022-01-05,AAPL,171.32598876953125
2022-01-06,AAPL,168.46600341796875
2022-01-07,AAPL,168.6324920654297
2022-01-10,AAPL,168.65208435058594
2022-01-11,AAPL,171.48269653320312
2022-01-12,AAPL,171.92344665527344
2022-01-13,AAPL,168.65208435058594
2022-01-14,AAPL,169.51402282714844
2022-01-18,AAPL,166.3112030029297
2022-01-19,AAPL,162.8145294189453
2022-01-20,AAPL,161.12985229492188
2022-01-21,AAPL,159.07302856445312
2022-01-24,AAPL,158.29925537109375
2022-01-25,AAPL,156.49705505371094
2022-01-26,AAPL,156.40892028808594
2022-01-27,AAPL,155.94859313964844
2022-01-28,AAPL,166.830322265625
2022-01-31,AAPL,171.18885803222656
2022-02-01,AAPL,171.0223388671875
2022-02-02,AAPL,172.2270965576172
2022-02-03,AAPL,169.3474884033203
2022-02-04,AAPL,169.06309509277344
2022-02-07,AAPL,168.3472137451172
2022-02-08,AAPL,171.45599365234375
2022-02-09,AAPL,172.87799072265625
2022-02-10,AAPL,168.7982940673828
2022-02-11,AAPL,165.38546752929688
2022-02-14,AAPL,165.62083435058594
2022-02-15,AAPL,169.45538330078125
2022-02-16,AAPL,169.22003173828125
2022-02-17,AAPL,165.62083435058594
2022-02-18,AAPL,164.0713348388672
2022-02-22,AAPL,161.14886474609375
2022-02-23,AAPL,156.98086547851562
2022-02-24,AAPL,159.59933471679688
2022-02-25,AAPL,161.66859436035156
2022-02-28,AAPL,161.93341064453125
2022-03-01,AAPL,160.05044555664062
2022-03-02,AAPL,163.34556579589844
2022-03-03,AAPL,163.02195739746094
2022-03-04,AAPL,160.0210418701172
2022-03-07,AAPL,156.22569274902344
2022-03-08,AAPL,154.40158081054688
2022-03-09,AAPL,159.8052520751953
2022-03-10,AAPL,155.46078491210938
2022-03-11,AAPL,151.74391174316406
2022-03-14,AAPL,147.7132110595703
2022-03-15,AAPL,152.09693908691406
2022-03-16,AAPL,156.51011657714844
2022-03-17,AAPL,157.5202178955078
2022-03-18,AAPL,160.8153839111328
2022-03-21,AAPL,162.18838500976562
2022-03-22,AAPL,165.56198120117188
2022-03-23,AAPL,166.9251708984375
2022-03-24,AAPL,170.71066284179688
2022-03-25,AAPL,171.34814453125
2022-03-28,AAPL,172.21115112304688
2022-03-29,AAPL,175.50634765625
2022-03-30,AAPL,174.3392791748047
2022-03-31,AAPL,171.24024963378906
2022-04-01,AAPL,170.94601440429688
2022-04-04,AAPL,174.99636840820312
2022-04-05,AAPL,171.6815643310547
2022-04-06,AAPL,168.513916015625
2022-04-07,AAPL,168.8179473876953
2022-04-08,AAPL,166.80747985839844
2022-04-11,AAPL,162.55125427246094
2022-04-12,AAPL,164.42440795898438
2022-04-13,AAPL,167.11151123046875
2022-04-14,AAPL,162.10011291503906
2022-04-18,AAPL,161.88436889648438
2022-04-19,AAPL,164.1693878173828
2022-04-20,AAPL,164.002685546875
2022-04-21,AAPL,163.20831298828125
2022-04-22,AAPL,158.66766357421875
2022-04-25,AAPL,159.73663330078125
2022-04-26,AAPL,153.77398681640625
2022-04-27,AAPL,153.54840087890625
2022-04-28,AAPL,160.48194885253906
2022-04-29,AAPL,154.60751342773438
2022-05-02,AAPL,154.91159057617188
2022-05-03,AAPL,156.40223693847656
2022-05-04,AAPL,162.81602478027344
2022-05-05,AAPL,153.74453735351562
2022-05-06,AAPL,154.47132873535156
2022-05-09,AAPL,149.3445587158203
2022-05-10,AAPL,151.75079345703125
2022-05-11,AAPL,143.88381958007812
2022-05-12,AAPL,140.01419067382812
2022-05-13,AAPL,144.48294067382812
2022-05-16,AAPL,142.9409942626953
2022-05-17,AAPL,146.57492065429688
2022-05-18,AAPL,138.30528259277344
2022-05-19,AAPL,134.8972625732422
2022-05-20,AAPL,135.1329803466797
2022-05-23,AAPL,140.5543975830078
2022-05-24,AAPL,137.85348510742188
2022-05-25,AAPL,138.01065063476562
2022-05-26,AAPL,141.21241760253906
2022-05-27,AAPL,146.96775817871094
2022-05-31,AAPL,146.18206787109375
2022-06-01,AAPL,146.0543975830078
2022-06-02,AAPL,148.5097198486328
2022-06-03,AAPL,142.7838592529297
2022-06-06,AAPL,143.53028869628906
2022-06-07,AAPL,146.0543975830078
2022-06-08,AAPL,145.31776428222656
2022-06-09,AAPL,140.0927734375
2022-06-10,AAPL,134.68118286132812
2022-06-13,AAPL,129.52490234375
2022-06-14,AAPL,130.38917541503906
2022-06-15,AAPL,133.01153564453125
2022-06-16,AAPL,127.7374038696289
2022-06-17,AAPL,129.2106170654297
2022-06-21,AAPL,133.4436492919922
2022-06-22,AAPL,132.93296813964844
2022-06-23,AAPL,135.8008270263672
2022-06-24,AAPL,139.13027954101562
2022-06-27,AAPL,139.13027954101562
2022-06-28,AAPL,134.98565673828125
2022-06-29,AAPL,136.74365234375
2022-06-30,AAPL,134.27847290039062
2022-07-01,AAPL,136.4490203857422
2022-07-05,AAPL,139.03207397460938
2022-07-06,AAPL,140.3677520751953
2022-07-07,AAPL,143.7365264892578
2022-07-08,AAPL,144.4141845703125
2022-07-11,AAPL,142.28294372558594
2022-07-12,AAPL,143.25526428222656
2022-07-13,AAPL,142.89187622070312
2022-07-14,AAPL,145.8186798095703
2022-07-15,AAPL,147.48828125
2022-07-18,AAPL,144.4436798095703
2022-07-19,AAPL,148.30348205566406
2022-07-20,AAPL,150.30702209472656
2022-07-21,AAPL,152.57582092285156
2022-07-22,AAPL,151.3383026123047
2022-07-25,AAPL,150.2186279296875
2022-07-26,AAPL,148.89276123046875
2022-07-27,AAPL,153.99008178710938
2022-07-28,AAPL,154.54006958007812
2022-07-29,AAPL,159.60792541503906
2022-08-01,AAPL,158.62579345703125
2022-08-02,AAPL,157.15257263183594
2022-08-03,AAPL,163.1632843017578
2022-08-04,AAPL,162.84898376464844
2022-08-05,AAPL,162.62277221679688
2022-08-08,AAPL,162.15074157714844
2022-08-09,AAPL,162.19989013671875
2022-08-10,AAPL,166.44862365722656
2022-08-11,AAPL,165.7110137939453
2022-08-12,AAPL,169.261474609375
2022-08-15,AAPL,170.33349609375
2022-08-16,AAPL,170.1761016845703
2022-08-17,AAPL,171.67105102539062
2022-08-18,AAPL,171.27764892578125
2022-08-19,AAPL,168.69102478027344
2022-08-22,AAPL,164.80616760253906
2022-08-23,AAPL,164.47177124023438
2022-08-24,AAPL,164.76686096191406
2022-08-25,AAPL,167.2256317138672
2022-08-26,AAPL,160.9213104248047
2022-08-29,AAPL,158.71827697753906
2022-08-30,AAPL,156.28904724121094
2022-08-31,AAPL,154.6268768310547
2022-09-01,AAPL,155.35470581054688
2022-09-02,AAPL,153.24014282226562
2022-09-06,AAPL,151.98129272460938
2022-09-07,AAPL,153.38766479492188
2022-09-08,AAPL,151.91241455078125
2022-09-09,AAPL,154.77444458007812
2022-09-12,AAPL,160.73443603515625
2022-09-13,AAPL,151.30264282226562
2022-09-14,AAPL,152.7483673095703
2022-09-15,AAPL,149.85684204101562
2022-09-16,AAPL,148.21446228027344
2022-09-19,AAPL,151.93209838867188
2022-09-20,AAPL,154.3121337890625
2022-09-21,AAPL,151.1846160888672
2022-09-22,AAPL,150.22079467773438
2022-09-23,AAPL,147.94886779785156
2022-09-26,AAPL,148.28326416015625
2022-09-27,AAPL,149.25692749023438
2022-09-28,AAPL,147.3686065673828
2022-09-29,AAPL,140.12998962402344
2022-09-30,AAPL,135.92059326171875
2022-10-03,AAPL,140.1004638671875
2022-10-04,AAPL,143.6903076171875
2022-10-05,AAPL,143.98533630371094
2022-10-06,AAPL,143.03131103515625
2022-10-07,AAPL,137.77943420410156
2022-10-10,AAPL,138.10397338867188
2022-10-11,AAPL,136.68772888183594
2022-10-12,AAPL,136.05825805664062
2022-10-13,AAPL,140.631591796875
2022-10-14,AAPL,136.09764099121094
2022-10-17,AAPL,140.06117248535156
2022-10-18,AAPL,141.3790283203125
2022-10-19,AAPL,141.4872283935547
2022-10-20,AAPL,141.02500915527344
2022-10-21,AAPL,144.84100341796875
2022-10-24,AAPL,146.98501586914062
2022-10-25,AAPL,149.82737731933594
2022-10-26,AAPL,146.88670349121094
2022-10-27,AAPL,142.4117431640625
2022-10-28,AAPL,153.17127990722656
2022-10-31,AAPL,150.8108673095703
2022-11-01,AAPL,148.1652374267578
2022-11-02,AAPL,142.637939453125
2022-11-03,AAPL,136.58937072753906
2022-11-04,AAPL,136.32337951660156
2022-11-07,AAPL,136.85536193847656
2022-11-08,AAPL,137.4267120361328
2022-11-09,AAPL,132.86553955078125
2022-11-10,AAPL,144.6871795654297
2022-11-11,AAPL,147.47515869140625
2022-11-14,AAPL,146.0762481689453
2022-11-15,AAPL,147.81008911132812
2022-11-16,AAPL,146.57862854003906
2022-11-17,AAPL,148.4800262451172
2022-11-18,AAPL,149.04151916503906
2022-11-21,AAPL,145.81027221679688
2022-11-22,AAPL,147.94802856445312
